"id","product","price","seller","city","rating","sold"
482,"cemilan keripik tahu",30000,"oke snack","Jakarta Selatan","NaN",250
483,"Kylafood Seblak Mie Baso",27500,"kylafood","Bandung","NaN",4000
484,"seblak kerupuk instan pedas cemilan snack bandung termurah",18000,"CHOCOLAJIT_STORE","Kab. Bandung Barat","5",24
485,"Seblak Cilok Special Instan Rumah Aci",27000,"Rumah Aci 180","Cimahi","5",2
486,"Promo Paket Usaha 20 bks Seblak Instan Limited",140000,"farid store 0","Surabaya","NaN",0
487,"7 pack seblak instant CARLA khas bandung",100000,"Seblak Alipbata","Tangerang","5",5
488,"Seblak Instan Cobek Original Teh Ida Isi Cilok Mie Kerupuk Batagor",17500,"Seblak Teh Ida Braga","Bandung","5",14
489,"BUMBU BASO ACI, SEBLAK, CUANKI INSTAN 100 GRAM BY SHYFA SNACK",7500,"shyfa snack","Kab. Sidoarjo","NaN",0
490,"seblak instan urian seblak pedas, makanan viral, seblak murah",5500,"ndjadjan berkah","Kab. Sidoarjo","NaN",1
491,"Khas Bandung Seblak Instant Frozen Ceu Ceu Homemade Tanpa Pengawet",17000,"Rumah Belanja Mengan Geh","Bandar Lampung","5",1
492,"K1Z   5.5 Paket 11 pcs Seblak instan nu Abhi paket Reseller",48515,"dana02229","Tangerang","NaN",0
493,"Seblak Instan Special Mantul Teh Ida ISI Tulang Baso Cilok Mie Kerupuk",22000,"Seblak Teh Ida Braga","Bandung","5",2
494,"Emping Balado 130g",13599,"oke snack","Jakarta Selatan","NaN",250
495,"Kylafood Seblak Rempah Autentik Isi (24pcs)",309600,"kylafood","Bandung","NaN",14
496,"jagung marning 250 gr",16000,"oke snack","Jakarta Selatan","NaN",500
497,"Kylafood Seblak Kwetiaw play",23500,"kylafood","Bandung","NaN",500
498,"cemilan chesstick special 250 gr",25000,"oke snack","Jakarta Selatan","NaN",500
499,"baso aci seblak cuanki|seblak instant|cireng oboy|baso aci bandung|",24000,"nuri fruits","Bandung","5",1
500,"seblak juara rendang -seblak instan ",20999,"afizhara store","Surabaya","NaN",0
501,"Seblak Instan kemasan 200gram plus bumbu, tinggal masak / Raja Seblak",5900,"Kelom bikeli","Tasikmalaya","5",14
502,"SEBLAK instan hott jeletott",5000,"dirga bintang","Kab. Garut","4.7",40
503,"seblak basah instant Bandung cemilan ceuromlah gosend termurah nikmat",13000,"cemilanceuromlah","Bandung","4.3",7
504,"seblak instan pedas seblak instan mamacaca seblak instan komplit",14500,"Seblak mama caca","Kab. Bogor","NaN",0
505,"Bumbu Seblak Instan - Sibumbu Seblak",2310,"JaddaBakingtools","Kab. Malang","NaN",1
506,"Seblak Seafood Instan Kuah Seblak",55944,"@VHIT","Jakarta Pusat","NaN",0
507,"New Cuanki Instant Boci Mantap Jiwa Garut Baso Aci Seblak Instant Ori",35700,"GEXSHOPKU","Kab. Gianyar","NaN",0
508,"Seblak Instan Lengkap Asli Bandung - Seblak Bandung Termurah",4500,"Pusat Grosir Cuanki","Kab. Bandung","5",16
509,"Kylafood Seblak karuhun",13500,"kylafood","Bandung","NaN",5000
510,"cemilan moggi coklat",10000,"oke snack","Jakarta Selatan","NaN",100
511,"Kylafood Seblak Rempah Autentik isi (10pcs)",129000,"kylafood","Bandung","NaN",100
512,"Mie Lebar homemade tanpa bumbu MIE BANDUNG ACHEN mentah mie frozen yamin yamien 100%halal",8000,"Mie Bandung Achen","Kab. Bandung Barat","NaN",0
513,"Kylafood Mix Fav Selebgram Seblak Original & Batagor kuah",50000,"kylafood","Bandung","NaN",250
514,"Pilus Cikur Super 1 Kg Untuk Toping Boci, Mie Instan, Seblak Dll",60000,"AstridKusuma","Bandung","NaN",0
515,"SEBLAK INSTAN KOMPLIT MANTEP/ SEBLAK LAMILAH",5000,"SUPER JAMILAH STORE","Tangerang","NaN",0
516,"seblak instan om brewok",14000,"Muysproduct","Kab. Bogor","5",2
517,"COMBO HALU! 2PC BAKSO ACI INSTANT + 2PC SEBLAK - EMAK INDAH FOOD",89200,"Pempek Emak Indah","Jakarta Barat","4.8",40
518,"Jajanan Bandung Camilan Instant Seblak Cilok MAACIH 150gr",15000,"Warung Maacih Official","Bandung","5",4
519,"Seblak Nova Instan Premium",22800,"Shoppu Zyz","Depok","5",0
520,"PILUS CIKUR TOPING BASO ACI CAMILAN ASLI GARUT TOPING SEBLAK INSTAN",15000,"Omah Unggas","Kab. Blitar","NaN",0
521,"seblak komplit instan",5000,"dapurnayl","Kab. Banyuwangi","NaN",0
522,"T05. 12 Bungkus Mix Baso Aci isi 6 pcs X Seblak Instan isi 6 pcs",38000,"sanbyi","Bandung","NaN",0
523,"R1CH.  Seblak Instan Pedas Home Made",5000,"KICUBUNG HAYART366","Surabaya","NaN",0
524,"Seblak Instan Bumbu basah",6000,"Cemilan Malang","Malang","4.7",70
525,"Seblak Cilok Instan Rumah Aci 275 gr",20000,"Rumah Aci 180","Cimahi","5",2
526,"paket kenyang seblak instan",8000,"A2kids_Collection","Kab. Boyolali","NaN",0
527,"Paket Isi 4 Batagor Instan | Makaroni Basah | Seblak Basah",64906,"Lakoca Official Shop","Cimahi","4.9",30
528,"SEBLAK INSTANT | SEBLAK INSTANT KOMPLIT GROSIR | SEBLAK KACIDA CIKURNA",6500,"'Cemilan Aqila","Kab. Bekasi","5",3
529,"(JDF) 1 Pcs / Bungkus SEBLAK MERCON Juara Dunia By JRD Instant Foods",5500,"Warung Bakso Nusantara","Kab. Garut","NaN",0
530,"seblak instan D34",20000,"seblak Dea klayatan","Malang","5",9
531,"Seblak Instan Aneka Kerupuk Pedas Porsi Kenyang - Snack Teman",9000,"Snack Teman","Bandung","NaN",5
532,"populer Mommyindo Seblak Basah Instan Mommy Rasa Rendang",15000,"najwa.902.","Bandung","NaN",0
533,"seblak instan extra pedas",6500,"Larasya Snack","Kab. Ponorogo","NaN",0
534,"Seblak Instan Juara Sehati Khas Bandung",12500,"Juara Sehati","Kab. Bandung","5",60
535,"seblak merapi instan pedas praktis",8000,"M_alfi10_11-19","Kab. Garut","NaN",0
536,"Bumbu baso aci cuanki seblak instan sachet",600,"CUANKI CULAMETAN","Kab. Garut","4.9",2000
537,"Bumbu Seblak Basah Instan Dapur Tins",51997,"lilnazkitchen","Jakarta Selatan","5",40
538,"seblak instan kuah seblak murah seblak enak seblak komplit",4999,"nayismail","Cimahi","5",5
539,"Fck Factory Makanan Cup Instan Seblak Jamur 90 gr",13500,"HAFFEMH SHOP","Jakarta Utara","5",2
540,"seblak basah instan",12000,"Kickball Official","Bandung","5",100
541,"Seblak Instan Komplit Paket 12 bungkus",60900,"Baso Aci Ayang","Kab. Garut","NaN",5
542,"Produk Cancimen Makanan Instan Seblak Ramen khas Bandung 90gr Barang",73000,"NOEE'STORE","Bandung","NaN",0
543,"PAKET LENGKAP BASO ACI DAN SEBLAK INSTAN MADIT",100000,"DAPUR SEBLAK MADIT","Medan","5",3
544,"Seblak Instan Khas Bandung",12000,"Shabira Food 22","Tangerang Selatan","NaN",0
545,"Mie Seblak Geprek Instan",21000,"Warungazlan08","Metro","NaN",0
546,"INDOMIE MI INSTANT RASA SEBLAK HOT JELETOT 75G",2890,"Hyfresh Blitar Square","Blitar","5",6
547,"Paket Mix baso aci 4, Seblak 4, Cuanki 4  Instan",32000,"sumber rezeuki","Kab. Garut","NaN",0
548,"Seblak instan Pedas Extra cuangki",16000,"RIKI STORE 97","Kab. Bogor","NaN",0
549,"Baso Aci Bapper Tulang Rangu Original Asli Bandung 220gr",25800,"Foodstocks","Jakarta Selatan","NaN",2000
550,"cemilan phang phang 250",17000,"oke snack","Jakarta Selatan","NaN",500
551,"Baso Aci Instan Cuanki Murah baso aci khas bandung MIE BANDUNG ACHEN",5000,"Mie Bandung Achen","Kab. Bandung Barat","NaN",7
552,"Jelly Cendol Dawet Kecebong Hijau 500 Gram | Instan Siap Saji | Tanpa Perlu Dimasak | Untuk Topping Minuman | Popping Boba Nata Jelly",21980,"Popping Boba Nata Jelly","Bandung","NaN",6
553,"Cilokba Black Hot (Sambel Ireng) Cilok Baso Bakso Aci Bapper",16800,"Foodstocks","Jakarta Selatan","NaN",70
554,"Cendol Keju 50 g",6500,"oke snack","Jakarta Selatan","NaN",500
555,"Lumpia Semarang Vacuum *Halal* - Luar Jakarta",83600,"LumpiaSemarang.JKT","Jakarta Selatan","NaN",750
556,"Mie Lebar homemade FULL BUMBU DAN DAGING MIE BANDUNG ACHEN mie frozen yamin yamien 100%halal",21000,"Mie Bandung Achen","Kab. Bandung Barat","NaN",5
557,"Siwang Jafit Terasi Bawang",25000,"Gerai Singawada","Kab. Majalengka","NaN",30
558,"Mie kecil homemade FULL BUMBU DAN DAGING MIE BANDUNG ACHEN mie frozen yamin yamien 100%halal",20000,"Mie Bandung Achen","Kab. Bandung Barat","NaN",10
559,"BENSU Seblak Mercon Juara Dunia JRD Jordi Onsu Instant Food",9999,"Aiq'30 Official Store","Tangerang Selatan","NaN",0
560,"Seblak Instant Cembokur (Topping Default). Bisa request topping.",10000,"SEBLAK INSTANT CEMBOKUR","Bandung","5",16
561,"seblak instan komplit mix cuanki",5000,"Gallery Al-aziz","Kab. Bandung","NaN",0
562,"Seblak instant byAsa kering tinggal rebus seblak bandung pedas",11900,"module sale","Madiun","NaN",0
563,"Seblak Instan komplit extra pedas Harga Reseler",10000,"Amelia jaya mart","Kab. Tangerang","NaN",0
564,"Soun Seblak Geprek SAMI RAOS Khas Garut - Soun Seblak",18900,"Foodstocks","Jakarta Selatan","NaN",90
565,"Mie lebar homemade DENGAN BUMBU MIE BANDUNG ACHEN mentah mie frozen yamin yamien 100%halal",11000,"Mie Bandung Achen","Kab. Bandung Barat","NaN",0
566,"Snack Benteur Crispy Cemilan Ikan",26500,"Gerai Singawada","Kab. Majalengka","NaN",30
567,"Geli Food Mie Goreng Seblak Jontor",18900,"Foodstocks","Jakarta Selatan","NaN",0
568,"Kopi Bubuk Arabika Natural Majalengka",38000,"Gerai Singawada","Kab. Majalengka","NaN",7
569,"SEBLAK INSTANT 10pcs | PAKET USAHA SEBLAK INSTANT | SEBLAK JADUL ",47500,"@monicooking_","Bandung","NaN",0
570,"Bumbu Kuah Bakso Aci 50 - 100 Gram/ Seblak/ Cuanki / Bumbu Instan",11000,"kenanganterindah21","Yogyakarta","NaN",0
571,"Seblak Instan",5000,"Linda Deryana","Tangerang","5",3
572,"READY SEBLAK INSTAN (SEBLAK TEH BETTY) TRAVELSIZE",25000,"kuliner subuh","Jakarta Selatan","NaN",0
573,"Seblak Instan by Tisara",16000,"Seblak Bandung Rara","Bandung","5",40
574,"Seblak Instan by Homemade",16000,"Aurora Store Surabaya","Surabaya","5",10
575,"Seblak instan mlehoy kemasan 200gr",7000,"MELODYFORTUNA05","Jakarta Barat","5",11
576,"SEBLAK instant Komplit pedas murah",16000,"RIKI STORE 97","Kab. Bogor","NaN",0
577,"seblak instan / murah / banyak",10000,"ftaolshop","Palembang","NaN",0
578,"seblak instant",17000,"Taufik Bumbu Giling","Jakarta Selatan","5",1
579,"Geli Food Mie Kuah Seblak Jontor",18900,"Foodstocks","Jakarta Selatan","NaN",1
580,"Seblak Pedas Kicimpring Iyagasih",15000,"Gerai Singawada","Kab. Majalengka","NaN",13
581,"10 Pcs MINI Lumpia Semarang Vacuum *Halal* - Luar Jakarta",105600,"LumpiaSemarang.JKT","Jakarta Selatan","NaN",100
582,"Cemilan Stik Kentang Aghnia Potato Snack",18500,"Gerai Singawada","Kab. Majalengka","NaN",1
583,"Cilokba Cilok Bapper Rasa Sambal Daun Jeruk",18060,"Foodstocks","Jakarta Selatan","NaN",100
584,"SiBumbu Bumbu Masak Instan Ayam Goreng Ikan Tempe Nasi Mie Lodeh Seblak Sop - Berkat Daging Berkatdaging",2600,"Berkat Daging","Tangerang Selatan","5",30
585,"INDOMIE MI INSTANT RASA SEBLAK HOT JELET",2900,"Hypermart Jember","Kab. Jember","5",90
586,"Seblak Instan Jumbo Kotak",12500,"asnies olshop","Kab. Bandung","5",2
587,"Seblak instan Pedess bandung",5500,"Ezeccle shop","Jakarta Barat","4.9",100
588,"Indomie instant seblak hot jeletot isi 5",15500,"jco mart","Bekasi","4.8",40
589,"Seblak instan Pedas Extra",16000,"RIKI STORE 97","Kab. Bogor","NaN",0
590,"Seblak Instan Cheebhot Original",19999,"JM Snacks","Bandung","5",21
591,"SEBLAK INSTAN NGABRET BANDUNG",8500,"queency_crunchy","Kab. Bandung","4.8",100
592,"seblak instan sajodo snack terviral terenak pedas komplit",22500,"snackmoliw","Bekasi","NaN",3
593,"Seblak instan Pedas Extra khas bogor Terlaris",16000,"RIKI STORE 97","Kab. Bogor","NaN",5
594,"Emping Manis Pedas Majalengka",18000,"Gerai Singawada","Kab. Majalengka","NaN",21
595,"Dodol Buah Mangga Gedong Gincu",25000,"Gerai Singawada","Kab. Majalengka","NaN",20
596,"Kerupuk Emping Mentah Ciping",23500,"Gerai Singawada","Kab. Majalengka","NaN",5
597,"Lakoca Cuanki Instan Pertama Lakoca - 3 Menit Siap Santap!",16618,"Lakoca Official Shop","Cimahi","NaN",1000
598,"paket hemat 12pcs cuanki instan si Buhun",45000,"Cuanki BM Al kahfi","Kab. Garut","NaN",0
599,"Seblak Instan Original By Kulek Food 80gr",11500,"UGoOnline","Medan","NaN",0
600,"PAKET HEMAT 5 PACK SEBLAK BLAKAN BASO ACI INSTAN JUMBO VIRAL SUKABUMI",85000,"seblakblakan","Kab. Sukabumi","5",7
601,"INDOMIE MIE KUAH INSTANT RASA SEBLAK HOT JELETOT 75 GR",3100,"Hypermart Daan Mogot","Jakarta Barat","5",100
602,"Paket Isi 6 Makaroni Basah Instan | Seblak Basah Instan",93840,"Lakoca Official Shop","Cimahi","4.8",15
603,"INDOMIE MI INSTANT RASA SEBLAK HOT JELET",3100,"Hypermart Cilegon","Cilegon","5",100
604,"seblak instan bandung ter enak",4000,"cemilan dan jajanan bandung","Kab. Bandung","NaN",0
605,"NAAGIH! PAKET MIX 12 pack : 4 Seblak 4 Cuanki 4 Boci Instant RESELLER!",85000,"Ebay Store","Kab. Tangerang","5",6
606,"Ashiaaap Bakso Aci Seblak / ORIGINAL Instant / Boci Baso Pedas Makanan",17900,"GlobalSnack","Jakarta Utara","NaN",0
607,"seblak instan 10 pcs",80000,"NasiGorengMozza","Balikpapan","NaN",0
608,"PAKET MIX Cuanki Instan Super Lengkap, Seblak Instan 9 Bungkus",41000,"Endo Shop ID","Kab. Garut","NaN",3
609,"Seblak Basah Instan Western Teste",12000,"SEBLAK MENAK","Bandung","4.6",0
610,"SEBLAK INSTAN SEAFOOD EKONOMIS",10000,"shyfa snack","Kab. Sidoarjo","NaN",1
611,"INDOMIE MI INSTANT RASA SEBLAK HOT JELET",2990,"Hypermart Panakkukang 2","Makassar","4.7",250
612,"Cuankie Instan / Cuankie Seblak / Cuankie Pangsit / Pangsit Kuah Ayam",8000,"Mollysnacks_","Jakarta Utara","NaN",2
613,"Seblak Suki Instant",12000,"Makusbar","Kab. Barito Kuala","NaN",1
614,"Bumbu Seblak Instant Ceu Ecin",32000,"Ceu_Ecin","Bandung","5",14
615,"paket 2 pak baso aci ayam suwir baso aci chili oil baso viral baso aci instan seblak pedas",18999,"warung liwar","Kab. Bandung","NaN",0
616,"Seblak Instan Tetelan Sapi",25000,"seblakbaperinstan","Kab. Bandung","4.8",100
617,"Seblak nyak manih instan",12000,"AZC 21 Store","Jakarta Timur","5",12
618,"Seblak Instan Kwetiau Ori",23000,"seblakbaperinstan","Kab. Bandung","4.8",100
619,"Seblak Instan Spesial Iga Sapi",33000,"seblakbaperinstan","Kab. Bandung","4.9",100
620,"Seblak Instan Isi 10 Bungkus - Yoniki Seblak Terlaris.",89000,"Sembako Berkah Store","Tangerang Selatan","NaN",0
621,"PROMO Seblak Aci instan",8500,"Dahareun_euy","Kab. Sidoarjo","5",8
622,"Terlaris PAKET RESELLER 50 PCS seblak instan gundik",344000,"Afaaf87","Bandung","NaN",0
624,"Seblak Basah Instan Mommy Paket 5 cup",65000,"Mommy_Indo","Cimahi","4",1
625,"seblak instan",30000,"toko_noviawulandari","Samarinda","NaN",0
626,"10 pcs - Mie Instant Indomie Hype Abis Rasa Seblak Hot Jeletot Murah",35250,"TOSERDA","Bandung","4.9",500
627,"seblak instan",50000,"Jajanan Murah Jakarta","Bekasi","5",100
628,"SEBLAK INSTAN MAS DANU SNACK",23000,"Mas Danu Snack","Kab. Blitar","5",2
629,"SEBLAK BONDOL JUMBOO / seblak instan bondol / seblak bondol / seblak",31500,"darni77","Kab. Sidoarjo","NaN",0
630,"Seblak Instant Homemade",14000,"Tea78","Tangerang","5",24
631,"SEBLAK instant Komplit murah Terlaris",16000,"RIKI STORE 97","Kab. Bogor","NaN",0
632,"NAAGIH! Seblak Cuanki Baso Aci Boci Instant Kuliner Bandung Pedas Pool",8000,"Ebay Store","Kab. Tangerang","5",100
633,"Seblak instan dan seblak jamur enoki ceu mamas food",7500,"Fahri petshopp","Kab. Tangerang","NaN",0
634,"Paket Isi 6 Cuanki Instan Lakoca Original | Lakoca Xtra Pedas",93840,"Lakoca Official Shop","Cimahi","NaN",250
635,"Cuanki Express Ginding Instan Pedas Tinggal Seduh 3 Menit 35g",17700,"Gerai Snack Official Shop","Kab. Tangerang","NaN",2000
636,"Paket Isi 30 Cuanki Instan Lakoca | Paket Stok Bulanan | All Variant",563325,"Lakoca Official Shop","Cimahi","NaN",19
637,"Cuanki Instan Viral KAI Ayam Pedas Lite",17200,"Ciomy Top","Semarang","NaN",0
638,"Cuanki Instan Culametan",4500,"CUANKI CULAMETAN","Kab. Garut","NaN",2000
639,"Sami Raos Cuanki Geprek Instan",20250,"Foodstocks","Jakarta Selatan","NaN",90
640,"Cuanki Instan Ciomy Ayam Pedas Pouch Viral",19200,"Ciomy Top","Semarang","NaN",0
641,"Cuanki Instan Culametan spesial",6500,"CUANKI CULAMETAN","Kab. Garut","NaN",1000
642,"Cuanki Instan Lakoca Cukup Tinggal Seduh Extra Cabe Bubuk 45 Gram",17700,"Gerai Snack Official Shop","Kab. Tangerang","NaN",500
643,"Cuanki Instan Cheebhot Cukup Tinggal di Seduh Extra Cebe Bubuk 65 Gram",17700,"Gerai Snack Official Shop","Kab. Tangerang","NaN",250
644,"seblak instan",8500,"NasiGorengMozza","Balikpapan","NaN",0
645,"Bumbu seblak instant 10pcs",18610,"arjuna shop1","Bandung","4.9",1000
646,"Seblak Kuah Instan Pedas Militan Jeletot Pedas Cuanki Bandung",18000,"Militan Snack","Kab. Sidoarjo","5",25
647,"SEBLAK INSTAN",3500,"LEANDA PHOTOGRAPHY","Kab. Bandung","NaN",0
648,"Paket 7 Pack Seblak Instant CARLA",100000,"Seblak carla","Tangerang","4.9",50
649,"Baso Aci Instan Culametan khas Garut (isi 12)",5999,"CUANKI CULAMETAN","Kab. Garut","NaN",5000
650,"Keripik Cireng Seblak Bandung",18000,"BarokahJayaSnack","Bandung","NaN",50
651,"siomay mini kering 1kg toping seblak baso aci",24999,"CUANKI CULAMETAN","Kab. Garut","NaN",250
652,"Kerupuk Seblak",9000,"SNACK JAKARTA 411","Jakarta Barat","NaN",500
653,"siomay kering 1kg isi 150 pcs toping seblak baso aci",34999,"CUANKI CULAMETAN","Kab. Garut","NaN",90
654,"bundling Seblak instan Ajahh Unyuu",49000,"Seblak Jeletet Murni","Jakarta Pusat","4.9",50
655,"Seblak Mie Makroni Instan",5000,"Cemilan Malang","Malang","5",16
656,"Baso Aci Instant X Seblak Instant - Halu! Emak Indah Food",75000,"NurmiPin","Bandung","NaN",0
657,"Seblak Kuah Instan Ibro Bandung",23000,"Pisang Goreng Madu Bu Nanik","Jakarta Barat","5",250
658,"INDOMIE MI INSTANT RASA SEBLAK HOT JELET",3100,"Hypermart Palembang Square","Palembang","4.8",250
659,"INDOMIE MI INSTANT RASA SEBLAK HOT JELET",3100,"Hypermart Kudus","Kab. Kudus","4.8",80
660,"Seblak instant komplit seblak juara junkfood promo murah camilan ",25999,"ADA20olshop","Surabaya","NaN",1
661,"PAKET BUNDLING HEMAT 12  (6 pcs seblak 6pcs baso aci ) MAKANAN INSTAN ",44999,"gudangsnacktgr19","Kab. Tangerang","4.8",29
662,"Seblak Instan Komplit Siap Saji by Seblak Si Gembul",12000,"Seblak Si Gembul","Kab. Tangerang","5",30
663,"SEBLAK INSTAN KHAS BANDUNG",7000,"Jajanan Urang Bandung","Kab. Bandung","NaN",5
664,"Maicih Basreng",17900,"Gerai Snack Official Shop","Kab. Tangerang","NaN",10000
665,"cuanki tahu panjang atau stik isi 50 pcs toping seblak baso aci",12999,"CUANKI CULAMETAN","Kab. Garut","NaN",100
666,"kerupuk seblak pedas 1 kg - 1/2 kg",26500,"Bintang Snack & Camilan","Semarang","NaN",100
667,"pangsit segitiga kering atau cipet isi 100 toping seblak baso aci",32999,"CUANKI CULAMETAN","Kab. Garut","NaN",100
668,"Basreng Pedas Cikruh Seblak Bantet Cikruh Daun Jeruk Kemasan Ekonomis",3000,"Bang Bana","Kab. Malang","NaN",500
669,"seblak instan",20000,"Kunbeeshop","Bandung","5",250
670,"Mix 6 Pcs Baso Aci 6 pcs Seblak Instan Abah Aceng",59000,"Henzo Food","Jakarta Barat","NaN",0
671,"Seblak instan enak dan kenyang",6000,"tutikch_14","Kab. Jombang","5",4
672,"Seblak Nyakrek - Seblak Kuah Instan Boci",17000,"TCshopku","Bandung","NaN",0
673,"Seblak Instant",8600,"Dapoer Roemahan Ala Omi","Kab. Bandung","4.8",100
674,"SEBLAK INSTAN",5000,"Griyo Seni","Kab. Sidoarjo","4.5",100
675,"Keju Aroma Sajodo SEBLAK INSTANT VIRAL KHAS SAJODO Seblak",17300,"Pusat Baso Aci","Surabaya","4",3
676,"seblak kuah instan 300",12000,"tokoferafrozen","Tangerang","4.9",50
677,"seblak menak basah instan ORIGINAl kencur pedas",12000,"SEBLAK MENAK","Bandung","4.5",0
678,"INDOMIE MI INSTANT RASA SEBLAK HOT JELET",3300,"Hypermart Balikpapan Penacity","Balikpapan","5",100
679,"siomay mini kering 250 gram toping seblak baso aci",7999,"CUANKI CULAMETAN","Kab. Garut","NaN",500
680,"Basreng Maicih",19950,"Foodstocks","Jakarta Selatan","NaN",70
681,"cuanki tahu panjang isi 150 pcs | toping seblak baso aci",33999,"CUANKI CULAMETAN","Kab. Garut","NaN",50
682,"Pasar Keripik Cimol Seblak Pedas size Kecil 130g",12500,"Pasar Keripik Bandung","Bandung","NaN",500
683,"Cuanki tahu bulat kering 50 pcs toping seblak baso aci",17999,"CUANKI CULAMETAN","Kab. Garut","NaN",80
684,"INDOMIE MI INSTANT RASA SEBLAK HOT JELET",3100,"Hypermart Paragon","Semarang","4.9",250
685,"Ready Stock Grosir Toping Baso Aci Dan Seblak Instan Cuanki Lidah Isi",33000,"klakershoop","Jakarta Barat","NaN",0
686,"PAKET HEMAT 10 BKS SEBLAK INSTAN ORIGINAL HPS FOOD",85000,"Suka Bikin Jajan","Kediri","NaN",0
687,"cuankie instan topping baso, seblak murmer | isi 50 pc",14500,"renfood_store","Bandung","NaN",0
688,"Seblak Rafael Viral | Makanan Instan Enak | Crave.id",9999,"Crave_Store.id","Kab. Garut","NaN",0
689,"COMBO HALU! 2PC BAKSO ACI INSTANT + 2PC SEBLAK INSTANT - EMAK INDAH",143000,"Ali Kufra","Jakarta Barat","NaN",0
690,"Paket Hemat 3 Bungkus Seblak Instan Arshila",29000,"Yanzzp","Kab. Garut","NaN",0
691,"Mix 4 Baso Aci, 4 Seblak, 4 Cuanki Instan Abah Aceng",39000,"Errytore","Jakarta Selatan","NaN",0
692,"SP Seblak Instant Hemat Kemasan Ekonomis",7000,"alif rifayanto","Jakarta Pusat","NaN",0
693,"READY MAMAFUJI - SEBLAK INSTAN VIRAL (DUTA SEBLAK APPROVED)",42000,"kuliner subuh","Jakarta Selatan","NaN",0
694,"Promo [Super Murah] Seblak Instant Termurah Lily Story",8850,"Lily Story","Jakarta Barat","NaN",0
695,"[TERMURAH] Seblak Mommy Seblak Basah Instant Mommyindo - Netto 100gr",21000,"Arkadewi11","Jakarta Selatan","NaN",0
696,"Seblak Instan Donatmieku (Recommended)",20500,"Errytore","Jakarta Selatan","NaN",0
697,"TERBAIK Seblak Instan Isi 10 Bungkus - Yoniki Seblak",82000,"vikendi_toko","Jakarta Barat","NaN",0
698,"CUANKI/ SEBLAK KUAH INSTAN ( ISI 10 PCS )",112000,"ANISA BENANG","Jakarta Barat","NaN",0
699,"|EPIC| Mommy Seblak Basah Instant 100gr",16000,"ANGGIATSHOP99","Jakarta Selatan","NaN",0
700,"seblak instan gurih pedas paket 10 bungkus riseller",56000,"PastaMania","Jakarta Pusat","NaN",0
701,"(Pusat)✅ Seblak Pasti Hayang Deui Seblak Phd Instan [Populer]",556000,"nadingemoy","Semarang","NaN",0
702,"Seblak seafood instan",14000,"Lapak Al Fattah Malang","Malang","4.8",5
703,"Seblak Basah Instan Mommy",12700,"ARUFI SKY","Tangerang Selatan","NaN",2
704,"Cemilan Seblak Instan Chee-Bhot Rasa Ayam Pedas",14900,"cheebhot Official","Cimahi","NaN",0
705,"Mommy Seblak Basah Instan 100gr",20000,"Daisy_Doo","Jakarta Timur","NaN",0
706,"Seblak Pedozz  / seblak instan",13000,"Imahkaimah","Kab. Bandung","NaN",0
707,"seblak instan",10000,"YVALOIS","Jakarta Barat","NaN",2
708,"Parayu Food - Paket Bundling Mama - 5 Baso Aci + 5 Seblak Instant",215000,"gesty33","Jakarta Barat","NaN",0
709,"seblak instan/seblak menoor/seblak varian PEDAS",11880,"SEBLAK MENOOR","Kab. Bojonegoro","NaN",0
710,"Hot Sale SEBLAK ACI FCK INSTANT / BASO ACI / CUANKI LIDAH / CUANKI TAH",80400,"sanshop66","Jakarta Utara","NaN",0
711,"seblak instan/ seblak basah / seblak lekoh/ seblak kerupuk",6500,"razkha shoP","Cimahi","4.8",100
712,"Seblak Basah Instan Mommy Rasa Rica - Rica",13600,"Mommy_Indo","Cimahi","NaN",0
713,"Seblak culametan/ seblak praktis/ seblak instan enak",6000,"belanja yuuukk","Kab. Bandung","NaN",0
714,"PARAYU FOOD - PAKET BUNDLING MAMA - 5 BASO ACI + 5 SEBLAK INSTANT",309000,"Warung Abidah","Bandung","NaN",0
715,"DK4 baso aci special telor daging, boci, bakso aci, cuanki, seblak instan",12000,"hajar_stores","Bekasi","NaN",0
716,"seblak instan",12000,"Meaby","Jakarta Pusat","NaN",0
717,"× PAKET SEBLAKKU Seblak Instan Ny Entin",45000,"GibranHaidar","Bandung","NaN",0
718,"seblak instan mommy",13000,"dyah olshopp","Jakarta Barat","NaN",0
719,"Basreng Sangarrr",19900,"The Little Snacks","Tangerang Selatan","NaN",1000
720,"Baso Aci Instan Culametan khas Garut ( isi 6 )",4500,"CUANKI CULAMETAN","Kab. Garut","NaN",4000
721,"Basreng Sangarrr",19900,"The Little Snacks","Tangerang Selatan","NaN",3000
722,"cuanki lidah 150 pcs toping seblak baso aci",35111,"CUANKI CULAMETAN","Kab. Garut","NaN",500
723,"Makaroni Ceu Wewei 1kg",65000,"Makaroni Ceu Wewei","Kab. Tangerang","NaN",60
724,"Makaroni Ceu Wewei 1kg",65000,"Makaroni Ceu Wewei","Kab. Tangerang","NaN",60
725,"Baso Aci Mie Nyemek Teh Shanty Original Lengkap Dengan Gurilem 200g",23900,"Gerai Snack Official Shop","Kab. Tangerang","NaN",100
726,"seblak instan mommy",13000,"dyah olshopp","Jakarta Barat","NaN",0
727,"seblak instant komplit",8000,"Dapur mami bina","Tasikmalaya","NaN",5
728,"SEBLAK INSTAN PAKDHE (KEMASAN BARU)",32000,"Foodie's Store","Jakarta Selatan","NaN",0
